EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Mean_Hours,Attendance
1984,54,No,Travel_Rarely,Research & Development,5,3,Medical,Female,2,Manufacturing Director,Married,24780,6.0,11,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3,7.663896166909271,230
1985,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,2,Manufacturing Director,Married,52280,2.0,11,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3,6.907202297233941,238
1986,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,2,Human Resources,Single,44780,0.0,18,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3,6.615435145445876,234
1987,55,No,Non-Travel,Research & Development,2,3,Medical,Female,2,Manager,Single,75470,7.0,16,0,31.0,2,9,6,2,3.0,1.0,4.0,2,3,6.079126492194671,243
1988,43,No,Travel_Rarely,Sales,25,2,Life Sciences,Male,3,Research Scientist,Divorced,50550,5.0,22,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4,7.917314030131826,237
1989,20,Yes,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1.0,20,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4,9.131183523266856,235
1990,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1.0,18,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,6.64519909394373,234
1991,46,No,Travel_Rarely,Sales,12,3,Marketing,Female,3,Healthcare Representative,Divorced,89430,8.0,12,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,10.970847050754458,244
1992,51,Yes,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9.0,20,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,8.685112064854557,234
1993,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1.0,17,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,7.391012396694218,243
1994,26,No,Travel_Rarely,Research & Development,5,4,Medical,Female,2,Sales Executive,Married,46820,1.0,11,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,7.49014692378329,243
1995,30,No,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Sales Executive,Married,183000,0.0,14,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,6.24018518518519,244
1996,41,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,1,Research Director,Married,52570,1.0,14,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,7.893505668934243,246
1998,40,No,Travel_Rarely,Sales,1,4,Marketing,Male,1,Sales Executive,Married,48690,4.0,12,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,7.923896041964709,234
1999,27,No,Non-Travel,Sales,11,3,Technical Degree,Female,2,Laboratory Technician,Married,99850,1.0,14,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,7.991452282157674,242
2000,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,Male,3,Laboratory Technician,Married,36970,3.0,13,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,6.704065972222222,241
2001,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Single,74570,3.0,11,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,6.568142791551883,243
2002,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9.0,15,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,6.171379184861718,230
2003,33,No,Travel_Rarely,Sales,23,4,Marketing,Female,4,Sales Executive,Divorced,39830,4.0,12,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,6.38026748971193,244
2004,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,9.781843220338985,237
2005,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,7.778514292300598,242
2006,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,Male,2,Research Scientist,Divorced,63470,1.0,15,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,6.709533195020743,242
2007,34,No,Travel_Frequently,Sales,29,4,Marketing,Male,1,Research Scientist,Single,115100,0.0,14,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,6.7211449579831894,239
2008,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,4,Sales Executive,Divorced,71430,2.0,21,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,10.59214594717669,245
2009,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,10.8656742640076,235
2010,26,Yes,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,7.789679303767285,234
2011,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,10.21621541950113,246
2012,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,4,Research Scientist,Married,60320,0.0,14,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,6.808238425925923,241
2013,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,6.281261134552276,238
2014,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,10.508785612535613,235
2015,33,No,Travel_Frequently,Sales,9,3,Medical,Female,2,Research Scientist,Married,46490,0.0,12,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,8.008199152542376,237
2016,34,No,Non-Travel,Sales,1,1,Marketing,Female,2,Research Director,Married,26960,3.0,23,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,7.104967992684047,244
2018,45,No,Non-Travel,Research & Development,1,3,Medical,Female,2,Human Resources,Married,125040,1.0,12,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,6.020285913528594,240
2019,52,No,Travel_Rarely,Sales,1,3,Life Sciences,Male,1,Sales Executive,Single,59740,7.0,18,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,8.013191411935953,230
2020,38,No,Travel_Rarely,Research & Development,6,2,Medical,Male,1,Research Scientist,Divorced,47360,0.0,11,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,10.692461645746167,240
2021,29,No,Travel_Rarely,Research & Development,8,3,Medical,Female,4,Research Scientist,Divorced,52960,4.0,14,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,6.314566115702479,243
2022,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0.0,15,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,6.909151101532568,233
2023,46,No,Travel_Rarely,Research & Development,6,4,Medical,Male,3,Sales Executive,Married,21740,3.0,11,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,6.393413225172075,227
2024,38,No,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Sales Executive,Single,66530,7.0,20,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,7.378476430976427,232
2025,43,No,Travel_Frequently,Research & Development,5,3,Medical,Female,2,Laboratory Technician,Married,96990,8.0,19,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,7.0701698806244275,243
2026,39,Yes,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,7.2104051431343965,230
2027,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1.0,17,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,6.008475080018289,244
2028,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,26100,1.0,11,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,10.507815055315051,232
2029,39,No,Non-Travel,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9.0,15,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,6.212142203932329,244
2030,36,No,Non-Travel,Research & Development,1,3,Medical,Male,3,Sales Representative,Single,34520,2.0,13,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,7.21404346815434,240
2031,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,52580,0.0,14,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,6.611494928538499,242
2032,28,No,Travel_Rarely,Sales,2,4,Marketing,Male,1,Sales Executive,Married,93550,0.0,11,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,7.5153891233005155,238
2033,35,No,Travel_Frequently,Research & Development,9,2,Other,Female,1,Manufacturing Director,Divorced,104960,1.0,13,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,6.602540381791486,228
2034,49,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,63800,6.0,23,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,7.179248024174801,240
2035,34,No,Travel_Frequently,Sales,9,1,Technical Degree,Male,2,Sales Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,8.006655188246096,243
2036,29,No,Travel_Frequently,Research & Development,1,4,Medical,Male,3,Research Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,7.090194444444445,241
2037,42,No,Travel_Rarely,Sales,21,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,2.0,4.0,3.0,4,3,7.20496512746513,232
2038,29,No,Travel_Rarely,Sales,4,2,Other,Female,2,Healthcare Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,2.0,4.0,2.0,1,4,10.868111343561136,240
2039,38,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Human Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,3.0,3.0,4.0,2,3,6.522217412217417,232
2040,28,No,Travel_Frequently,Sales,6,4,Life Sciences,Male,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3.0,3.0,3.0,3,3,10.723506375227698,245
2041,18,Yes,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,0,3.0,3.0,3.0,4,3,6.990631091617932,229
2042,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,3,1.0,1.0,3.0,2,3,8.961151761517607,247
2043,41,No,Travel_Rarely,Research & Development,4,2,Medical,Male,2,Research Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,2.0,4.0,3.0,3,3,8.104184472934472,235
2044,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2,3.0,3.0,2.0,4,3,7.059042185338868,242
2045,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7.0,16,1,9.0,2,6,1,3,3.0,4.0,3.0,3,3,7.96013775971093,247
2046,27,No,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Healthcare Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,4.0,3.0,3.0,3,3,7.3968157768157745,232
2047,34,No,Travel_Rarely,Sales,1,1,Marketing,Female,2,Laboratory Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,2.0,3.0,2.0,3,3,7.093543131739334,238
2048,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,3.0,3.0,1.0,2,3,6.788368770004571,244
2049,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,10,4.0,1.0,1.0,1,3,6.798305898491088,244
2050,40,No,Travel_Frequently,Research & Development,2,4,Medical,Male,4,Human Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,2.0,3.0,2.0,1,3,6.733001867413632,239
2051,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,14,3.0,1.0,2.0,1,3,8.040693296602388,243
2052,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,2.0,1.0,4.0,2,4,7.692869167869165,232
2053,35,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,4.0,3.0,3.0,3,4,7.069662261380323,228
2054,24,No,Travel_Rarely,Sales,7,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,4.0,2.0,3.0,3,3,7.866042884990249,229
2055,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,0,3.0,4.0,2.0,1,3,10.264871332371333,232
2056,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,1.0,4.0,3.0,3,4,7.494103208812261,233
2057,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Manufacturing Director,Married,34480,1.0,11,0,10.0,3,10,1,4,3.0,3.0,3.0,3,3,7.70689854048964,237
2058,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,Male,2,Research Scientist,Married,194060,3.0,20,3,16.0,2,1,0,0,3.0,4.0,1.0,3,4,10.537147754137111,236
2059,35,No,Travel_Rarely,Research & Development,18,5,Medical,Female,2,Research Scientist,Divorced,65380,2.0,16,1,15.0,3,7,6,4,3.0,2.0,4.0,3,3,6.889265710382513,245
2060,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,Male,1,Research Director,Single,43060,0.0,11,0,14.0,2,13,4,9,4.0,1.0,3.0,3,3,7.550421940928268,238
2061,35,No,Travel_Frequently,Research & Development,3,3,Medical,Female,2,Laboratory Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,4.0,4.0,4.0,3,3,7.985769774011295,237
2062,43,Yes,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,3,1.0,3.0,2.0,3,3,7.502324074074074,241
2063,32,No,Non-Travel,Research & Development,11,2,Other,Female,2,Research Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,3.0,1.0,3.0,2,3,6.622759181775923,240
2064,56,No,Travel_Rarely,Research & Development,3,2,Other,Male,2,Healthcare Representative,Divorced,44490,4.0,15,0,28.0,3,5,4,2,4.0,1.0,3.0,1,3,6.281313969571236,242
2065,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,2.0,4.0,3.0,3,4,7.507831425846448,234
2066,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3.0,1.0,3.0,3,3,7.278348570089073,238
2067,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Sales Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,1.0,3.0,2.0,3,3,8.794382716049387,235
2068,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,3,Research Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,4.0,4.0,2.0,1,3,6.772597895252079,228
2069,20,No,Travel_Rarely,Research & Development,6,3,Medical,Male,5,Research Director,Single,83920,1.0,17,0,2.0,5,2,1,2,1.0,3.0,2.0,3,3,6.708462962962961,241
2070,44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,3.0,3.0,3.0,1,3,10.42826931870142,244
2071,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,4.0,3.0,3.0,2,3,5.994680246913579,226
2072,29,No,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,2.0,4.0,2.0,3,3,8.899403910348116,234
2073,22,Yes,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,3.0,4.0,3.0,2,4,9.891059847401047,234
2074,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3.0,1.0,3.0,3,3,6.031081999029592,230
2075,44,No,Non-Travel,Research & Development,20,3,Life Sciences,Male,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,4.0,3.0,3.0,3,3,6.196875603864732,231
2076,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,2.0,3.0,3.0,1,3,7.8405306122448994,246
2077,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,1.0,1.0,1.0,4,3,7.201252314814814,241
2078,30,No,Travel_Rarely,Sales,20,3,Marketing,Male,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3,7.487695162835252,233
2079,40,No,Travel_Frequently,Sales,9,3,Medical,Male,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3,6.765425774134795,245
2081,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3,7.164030683403069,240
2082,46,No,Travel_Rarely,Research & Development,8,4,Other,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4,7.305633101851855,241
2083,35,No,Travel_Rarely,Sales,4,4,Marketing,Male,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4,8.515865209471773,245
2084,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,4.0,2.0,1.0,3,3,6.630590886939568,229
2085,33,No,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3,5.950504160548214,228
2086,36,No,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3,6.629711352657006,231
2087,30,No,Travel_Rarely,Sales,29,3,Marketing,Male,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3,5.997364091559367,234
2088,44,No,Travel_Rarely,Research & Development,3,4,Medical,Male,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3,7.625331284153012,245
2089,20,No,Travel_Rarely,Research & Development,18,4,Medical,Male,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3,6.315777550091073,245
2090,46,No,Travel_Rarely,Sales,9,1,Medical,Female,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,4.0,4.0,2.0,3,4,6.200008101851852,241
2091,42,No,Non-Travel,Research & Development,5,4,Medical,Male,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,4.0,1.0,4.0,2,3,7.506798185941037,246
2092,60,No,Travel_Rarely,Sales,2,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,2.0,4.0,3.0,3,3,8.590920138888887,241
2093,32,No,Travel_Frequently,Sales,10,3,Life Sciences,Female,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3.0,2.0,3.0,3,3,7.303264760576475,240
2094,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,4.0,3.0,3.0,3,3,8.455582287308232,240
2095,36,No,Travel_Rarely,Sales,3,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,3.0,1.0,3.0,2,3,8.004746482290148,230
2096,33,No,Travel_Rarely,Sales,26,2,Marketing,Male,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,1.0,4.0,3.0,3,3,6.086629629629633,241
2097,40,No,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,2.0,2.0,4.0,1,3,7.340324473180079,233
2098,25,No,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3.0,4.0,3.0,3,4,8.001937260536401,233
2099,30,No,Travel_Rarely,Sales,9,3,Marketing,Female,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,4.0,2.0,3.0,2,3,9.193778475127841,240
2100,42,No,Travel_Frequently,Human Resources,8,2,Medical,Male,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,1.0,1.0,3.0,3,3,9.48881345785441,233
2101,35,No,Non-Travel,Research & Development,1,1,Life Sciences,Male,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,3.0,4.0,2.0,2,4,9.791557621671254,243
2102,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,1.0,1.0,2.0,3,4,9.207650759734099,235
2103,54,No,Travel_Frequently,Research & Development,9,2,Medical,Male,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,4.0,3.0,1.0,2,3,6.369145390070922,236
2104,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,1.0,4.0,3.0,3,4,5.984183884297521,243
2105,19,Yes,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,1.0,2.0,4.0,3,3,8.402396125116711,239
2106,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,1.0,4.0,3.0,3,4,7.395566059757238,239
2107,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,4.0,4.0,3.0,3,3,7.695237068965522,233
2108,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3.0,1.0,2.0,3,3,8.594112021857924,245
2109,31,No,Travel_Rarely,Sales,24,1,Marketing,Female,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,3.0,1.0,3.0,4,3,7.301323529411766,239
2110,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,Male,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3.0,4.0,3.0,3,3,7.442859274563821,243
2111,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3.0,4.0,3.0,3,3,6.608296845574385,237
2112,49,No,Travel_Rarely,Sales,14,4,Life Sciences,Male,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,1.0,3.0,4.0,2,3,6.688532088122609,233
2113,36,No,Travel_Frequently,Sales,5,2,Marketing,Female,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3.0,2.0,2.0,3,3,6.095977496483827,238
2114,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4.0,2.0,2.0,4,3,6.11034722222222,229
2115,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3,8.001521438450899,242
2116,29,No,Travel_Rarely,Sales,17,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3,8.79904828879513,238
2117,48,No,Travel_Rarely,Sales,1,1,Marketing,Male,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3,6.189026580459768,233
2118,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,3.0,16,1,9.0,2,7,1,7,4.0,4.0,2.0,3,3,6.878174931129478,243
2119,34,No,Travel_Rarely,Sales,9,4,Medical,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,6.000829861111109,241
2120,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,6.99462077294686,231
2121,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,11.025822087269455,248
2122,19,No,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,10.811617104656529,242
2123,23,No,Travel_Rarely,Sales,2,3,Medical,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,7.476028368794328,236
2124,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3,9.166382797270957,229
2125,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,8.707262583095915,235
2126,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,9.911379818594101,246
2127,55,No,Non-Travel,Research & Development,27,3,Life Sciences,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,9.584091559370533,234
2128,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3,7.613900511390046,240
2129,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,6.87987907088123,233
